"","Identifier","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"84","TMEM230",-10.8374353119248,6.91628235687074,-44.500980444051,2.94377949534877e-11,8.32045587776813e-10,15.3832879220762
"85","GPI",-9.23132686125554,6.01331954849328,-44.4843617639022,2.95298016538744e-11,8.32045587776813e-10,15.3814002626729
"86","CERT1",-6.48153151523674,4.14860125997559,-44.3161682178875,3.04793052634231e-11,8.48813210533702e-10,15.3622198520586
"87","SMNDC1",-8.37623218613075,5.44251368876277,-43.6569171785928,3.45447312997543e-11,9.50972775435766e-10,15.2856885164815
"88","NEDD1",-6.63540050377092,5.21531800658108,-42.9019829330138,3.99632131162183e-11,1.07127492031952e-09,15.1953273420981
"89","EAF1",-10.2660496718242,6.71411787108503,-42.8989541602227,3.99867851092911e-11,1.07127492031952e-09,15.1949588115285
"90","PTBP1",-6.02227513190026,5.26043754208961,-42.8154610130732,4.06427510326198e-11,1.07127492031952e-09,15.184780471816
"91","HLA-DRA",-7.36130080343345,4.53958294072512,-42.7572984985659,4.11068196584305e-11,1.07127492031952e-09,15.1776681594256
"92","PIBF1",-8.82736994620601,5.78667074155512,-42.7517659935984,4.11512704256349e-11,1.07127492031952e-09,15.1769906849439
"93","S1PR2",-7.11627106774784,4.6958527194398,-42.654462604432,4.19419082342398e-11,1.08011688409682e-09,15.165048755679
"94","IGF1R",-7.08114093235299,4.55997999881736,-42.3529643985517,4.45017043422369e-11,1.1251291647883e-09,15.1277219364261
"95","BICD1",-6.04926533747268,3.86314054726166,-42.3384423351135,4.46293405657153e-11,1.1251291647883e-09,15.1259115688451
"96","SSX2IP",-5.63450998431953,3.58083408859597,-42.2406517298593,4.54995751680593e-11,1.13511960966148e-09,15.1136906015416
"97","MED16",-7.64435644488176,4.85623576521019,-42.1348942686185,4.64621364421756e-11,1.14718367813413e-09,15.1004148324158
"98","REXO4",-10.3079393092026,6.65264399729277,-41.8123141098762,4.95417556943054e-11,1.2107398457945e-09,15.0595377188437
"99","ACBD6",-6.49324959034389,4.21860394960796,-41.5477569555394,5.22383879338605e-11,1.26374685961208e-09,15.0255765763762
"100","RABGEF1",-7.69249569057103,5.24194679950844,-41.4906325876229,5.28419781309006e-11,1.26556537623507e-09,15.0181912624015
"101","MAGED2",-9.31922755290963,5.93010577792753,-41.2900057288281,5.50245037190741e-11,1.30478897432854e-09,14.992104733439
