Gene	"Gr2_F2: 128N, Control, 781"	"Gr1_F1: 128C, Sample, 4"	"Gr1_F2: 126, Sample, 1"	"Gr1_F1: 126, Sample, 1"	"Gr1_F3: 128C, Sample, 4"	"Gr1_F2: 128C, Sample, 4"	"Gr2_F1: 128N, Control, 781"	"Gr2_F3: 128N, Control, 781"	"Gr1_F3: 126, Sample, 1"
NCF2	8.09434165	8.586089166	8.648177796	9.074141463	8.448735798	8.272396509	8.528258743	8.329572126	9.046578367
PLK1	8.086932341	7.355791547	8.576295376	8.273795599	7.20261362	7.609548139	6.477353527	7.896635141	8.288173968
ZKSCAN8	7.896029603	7.561478892	8.088523257	8.01346226	7.740792672	7.46760555	7.894817763	8.091699834	8.321928095
MTDH	8.749869427	7.476543706	5.429615964	5.703211467	7.102238194	7.268658955	8.361505198	7.140574178	5.125155131
PRKAB2	7.849248703	9.04220656	9.431079674	9.499048598	8.407267764	8.997179481	8.100662339	8.272396509	8.751209288
MTMR4	9.324405598	8.255500733	8.761883612	8.177419538	7.354028938	8.938109326	8.198199455	8.839203788	7.366322214
ASCC3	7.953614461	8.435878577	8.596935142	8.64096791	7.422905743	8.333602628	8.193278936	8.470048726	7.483815777
NDC1	9.285633401	8.5980525	9.760719947	9.211644987	8.211888295	9.276124405	8.190812368	8.536441505	8.911991114
PLEK	6.935459748	7.684397984	7.310158318	7.815703503	8.030115331	7.517275693	6.806066226	7.240314329	8.181400762
CPSF2	8.299665944	8.316055209	6.040015679	6.414473836	8.956230937	8.116343961	8.578938713	9.02597005	6.330916878
CENPJ	7.490249211	7.646738698	7.703211467	7.778734244	7.95419631	7.525912261	7.255500733	6.478971805	8.334049768
CDAN1	7.800252806	8.992371907	8.731319031	9.917670434	7.117902789	7.872213144	9.190565479	8.644937806	7.960001932
UBE4B	9.623698627	8.387586566	5.416164165	5.649615459	8.163398094	8.063934306	8.836050355	8.248876343	5.587964989
IQGAP1	8.505811554	7.76420813	6.199672345	5.566815154	6.981852653	8.461888664	8.607700188	8.574782721	5.116863758
VPS13B	9.490449794	9.036448385	7.773468928	7.420381341	8.245552706	9.337398903	9.571752644	8.722466024	6.938991439
CDC42EP3	8.6121313	8.382407876	9.289788366	9.012624539	8.235056863	8.696619847	8.671717965	8.50779464	8.853309555
STK11IP	7.804776378	7.689299161	7.992088609	8.180406485	7.746178381	7.632268215	6.795715007	9.019034669	8.098032083
STRN	7.908692838	9.444600814	7.564530601	8.450798854	8.805098948	8.515699838	9.66035251	9.121792506	7.989252565
ZKSCAN1	7.491853096	7.626439137	8.290018847	8.044940491	7.539158811	7.911691582	6.820178962	8.0061858	8.20994068
NBEAL2	8.091699834	9.29553937	8.026246773	8.49625461	8.804776378	8.761218776	8.812819074	8.653561662	7.991521846
RPS6KC1	8.684397984	8.902676587	9.215290306	9.222070355	9.033423002	8.866042497	8.414896604	8.684397984	9.192046179
NAGK	8.615077832	8.798633802	7.92659251	8.158862106	8.641329262	8.811535252	8.881725791	8.381975479	7.87282876
CHAF1A	8.53099149	8.747185967	9.174925683	9.01346226	8.133912814	8.896029603	7.951867504	8.126704473	8.363258702
MTMR10	7.17990909	6.888743249	8.832257114	7.918266959	8.215775653	8.052568051	8.152284842	8.440453944	9.109308317
ZNF800	9.796039609	9.742309436	9.036997774	10.82185369	9.649435829	7.992655149	10.1692987	8.789859641	10.70606427
WDFY4	9.274261661	9.470252137	9.738598972	9.164655564	9.594884403	9.861707287	8.66498053	8.497053445	9.421012856
BAG6	8.141596278	7.584962501	6.050936965	7.01234519	7.536830005	6.658211483	8.773468928	8.497053445	7.222070355
EVI2B	8.044394119	8.506208389	7.596935142	9.767356854	7.931328485	6.329123596	7.911691582	8.384567923	9.140318539
SNIP1	9.460046273	8.813460557	8.955359305	8.814101754	9.451623252	8.904183003	9.171176798	8.994919089	9.461274795
RBL1	9.971687242	9.65158991	9.394891366	9.661421833	9.40599236	9.245790363	8.783325685	9.351822645	9.592643903
CDCA5	8.717333699	8.517275693	10.99230109	9.404290064	8.235056863	10.11582398	8.125155131	8.211888295	9.165911939
DYNC1LI2	8.476948673	8.81602364	7.937815169	7.844234988	8.454916138	8.649974651	8.264911693	8.453270634	7.805421446
WIPF2	7.237448996	8.873751691	9.15911448	8.745506266	8.032872249	9.252428906	8.892391026	8.889656058	7.897845456
SLC35C2	8.575917361	8.916476644	9.359969132	9.487639087	8.827819025	8.881419908	8.844862656	8.559185866	9.464341533
DCP1B	8.730639956	9.50779464	6.076815597	6.506208389	9.883406986	9.325755173	8.325530332	8.213347282	6.821455119
DNAJB6	8.844548856	8.796364138	6.598424761	6.575917361	9.240791332	9.009828617	7.836050355	8.641690523	7.209453366
PPIP5K1	8.225930411	9.273562512	6.523561956	8.405566974	8.093813673	7.101187815	9.145677455	8.151777655	7.547665748
ZNRF2	8.613236955	8.678071905	6.830356747	6.272396509	9.637349411	9.126188211	8.655709596	8.790185563	7.427103287
CDR2	9.074141463	8.854245054	8.016808288	8.779062689	9.434836695	8.080018029	8.906590003	8.440869168	9.406205005
NOM1	8.925406083	8.416164165	6.87897051	6.159871337	9.01234519	8.921840937	8.391028727	8.48058827	5.794415866
FOXP1	8.985557354	8.444186663	9.857047916	9.417219615	8.220620167	8.852997588	7.77807713	8.189824559	8.760553633
FLOT1	8.43629512	8.24697806	8.864805194	8.953905415	7.651051691	8.263034406	8.150255021	8.509775004	8.310612782
TAB2	8.993221467	9.340517763	8.949826711	10.12992693	8.46311562	8.208965886	6.61176256	8.516881891	9.219894527
PLEKHO2	8.250772132	7.543805176	7.591709333	7.588714636	7.932510053	7.710117632	8.758223215	8.581200582	8.027905997
BIN2	8.661421833	9.393604969	9.639159795	9.528258743	8.899961067	9.627169061	7.482202926	8.233619677	8.813139851
ZNF654	8.757556689	9.226653023	9.635173947	9.506208389	8.77478706	9.40045254	8.842978832	8.705977902	9.12541347
MCRS1	8.28169825	8.05039286	8.374604819	8.019590728	8.28169825	8.433794059	7.948367232	8.269594252	8.23457796
ZNF330	8.283088353	7.963474124	7.76420813	8.430034319	8.408117408	7.237448996	8.475328123	8.315149562	8.881725791
TGS1	8.992371907	8.603626345	7.92243574	7.746178381	8.278914019	8.686150316	8.818901676	8.600656308	7.673839056
MTOR	7.316507819	7.920055055	8.58082385	8.789859641	7.765534746	7.723148957	7.745506266	7.506208389	8.70286529
UTP18	7.782670659	8.090641752	4.94016675	6.316507819	7.941341105	7.58345891	8.898752526	8.36719631	5.504620392
CCDC9	8.66498053	8.245077275	6.881419908	6.46760555	7.536830005	8.616548844	7.264911693	8.608439653	6.17990909
RNF214	7.939579214	7.39145842	7.92421868	7.156841525	7.40599236	7.892998093	7.903279342	7.651051691	7.366322214
HMGCS1	8.744497506	7.66106548	8.066627409	8.741129869	7.390598906	6.976134473	8.383272283	8.422905743	8.427522371
PANK2	8.093813673	9.109047078	8.81602364	9.038918989	8.663202279	8.944858446	7.714245518	8.250298418	8.549592167
SIT1	7.023477152	6.964629667	8.180903709	7.738767837	7.191799501	7.30103885	8.289096702	8.368069877	8.0558247
HECTD1	8.368506462	6.388878339	4.749534268	4.590961241	7.272396509	7.491051376	7.247927513	8.723831566	4.529820947
KCTD5	9.306517445	9.947344717	10.51056639	10.56338697	8.570614722	9.945736443	9.954341736	8.721782768	9.261389773
NGDN	8.743151394	9.46454575	7.031218731	6.799605422	9.038095925	9.788228924	8.921840937	8.618752554	6.92243574
PDE4A	8.514911265	7.864186145	7.011227255	7.708049252	8.766860144	7.152791852	8.721782768	9.145677455	8.339850003
ZNF622	8.80928581	8.651410526	7.499845887	7.138527801	9.228337712	8.962028393	8.777090896	8.6231499	7.965784285
BUB3	8.690696444	7.448735798	6.891176125	7.190812368	8.325530332	6.897240426	8.397460726	8.392746732	8.006746832
JDP2	6.213347282	8.417430613	8.133912814	8.55880334	8.893908215	8.024585638	7.927777962	7.995484519	8.849248703
SUPT16H	7.236492618	8.766528909	8.796364138	8.974988112	8.841092545	8.652127928	8.677719642	8.357991784	9.167418146
SBF1	7.875902903	8.051480865	8.153298683	8.265849421	8.133912814	7.74819285	7.847370601	7.697662633	8.214319121
TIAM1	7.569096095	7.525129251	7.232660757	7.961160258	8.486633935	7.016808288	8.129283017	8.740792672	8.824958741
RAPGEF5	9.197708158	9.238165863	9.753551055	10.41193462	7.373300197	8.630449157	8.930441673	8.398316163	8.700439718
LENG1	8.423746229	8.460660665	8.978710459	8.612868497	8.118422024	8.906590003	8.465974465	8.45779126	8.204571144
NFKBIE	8.33136485	7.814422247	7.28077077	7.381975479	8.383704292	7.297374861	8.373300197	8.100136671	8.367633159
CSTF2T	8.608439653	9.031770114	8.30058136	8.812819074	9.001971088	8.458611673	7.708739041	8.611393726	8.731997787
RPL34	9.40173285	9.25100893	9.258566034	9.463728707	9.565102078	9.141085319	9.531771325	7.996614715	9.76851518
SND1	9.282393469	8.930441673	9.890416292	9.379378367	8.886915896	9.394891366	8.178913785	8.263973355	9.404290064
TTLL12	8.921543444	8.632631752	9.470862199	9.177668687	8.85735901	9.04384754	8.415741768	8.441284272	9.31899464
PHLPP1	9.200653436	9.062316027	9.694183743	9.402585758	9.120756273	9.234338449	9.48984796	8.76586621	9.586839788
CYTIP	6.62935662	8.6121313	6.977279923	7	8.208965886	8.505414609	7.366322214	7.569096095	7.220136447
CRTC2	8.313790025	8.966072795	9.182890893	9.225207437	8.088523257	8.758556362	7.962896005	8.445014846	8.417430613
CDC7	8.925109324	8.591335336	8.456149035	9.05853297	7.212374788	7.92421868	8.168922782	8.434211203	7.73470962
RAB11FIP1	8.608439653	8.605849867	7.248876343	8.447909749	8.034523875	7.286326727	8.586464526	8.243173983	7.954777925
DIP2B	8.87835751	8.743824607	9.5072	9.403012024	7.156841525	8.783653086	8.352264173	8.381975479	8.011786331
METTL6	7.715618859	8.760553633	9.249350524	9.023477152	8.570994129	8.786923022	8.222070355	8.209453366	9.029011087
SDE2	8.357112092	8.803162444	7.273329387	8.523561956	7.793765857	7.439623138	8.331812684	8.631177056	7.851124363
SUGT1	8.626804145	8.970393538	9.417008587	9.717162307	8.256916297	8.728600811	8.789207575	8.971830915	8.890264277
CNBP	7.932510053	8.155830172	8.821455119	8.638073837	7.609548139	8.495455333	7.51412226	7.601399391	8.20994068
TAOK1	8.324630615	7.652486495	6.849248703	6.257387843	8.794090898	8.786269628	7.744833837	8.851436736	6.543805176
CBFA2T2	7.227856573	8.307883849	9.134683005	8.720757277	8.490650349	8.637349411	6.697662633	8.562242424	8.919459269
POLR2M	8.910192989	6.645298164	8.990103964	7.330916878	7.87774425	8.136478518	8.405566974	8.216745858	8.731319031
YY1AP1	8.445842554	8.545350645	6.224966365	6.804776378	8.414896604	8.12722055	8.501439145	8.337621902	6.354028938
TSC22D4	7.6794801	8.571373436	7.95011843	8.555356039	8.799605422	8.218199944	7.735386783	7.520422249	8.497851837
RANBP1	7.400025518	6.485426827	7.24697806	7.584962501	5.551516018	6.28169825	7.886915896	7.474111514	6.040015679
NUP210	8.960001932	8.47370575	9.250535294	9.100925101	8.874981348	8.422064766	7.195741293	8.150762744	9.53954658
CENPF	7.112700133	8.286788759	5.862947248	8.153805336	6.12722055	6.553053253	7.52277767	8.005624549	5.830356747
TESK2	7.800252806	9.440869168	8.663558104	9.791976821	9.092228584	8.299665944	9.274727573	7.996049728	9.439623138
PPFIBP2	6.837943242	8.289557848	8.141596278	8.681941137	8.231221181	7.671717965	8.063934306	8.120497098	8.689997971
FLYWCH2	8.686500527	8.864186145	7.439623138	9.187352073	7.716990894	7.0725346	8.675604253	8.684397984	8.303780748
SNTB1	7.687200695	8.790185563	9.01234519	8.864495703	9.115303806	8.868822555	8.253611152	8.478971805	9.199181549
KDM2A	8.605479518	7.776103988	7.232660757	3.754887502	9.420591877	9.428569547	9.310385568	8.229299509	7.505414609
UBAP1	7.437960088	8.490249211	8.616548844	9.119459934	7.647458426	7.845490051	8.406842755	8.14363831	8.301496195
CUSTOS	8.021812824	7.431288654	7.184875343	7.319220503	6.48703608	7.707359132	8.219652565	8.713558356	6.091699834
CDKN2AIP	6.781359714	8.217715411	8.191799501	8.542644987	7.857980995	7.858602712	7.594697827	7.404290064	8.315602457
MCM8	8.059614856	8.58044702	8.301953395	8.267254872	8.886915896	8.224001674	7.972692654	7.944272818	8.666046429
MTMR2	8.878050913	8.931623968	8.833838844	9.142362379	7.907491593	8.875902903	9.267020725	8.750204509	8.103812329
VPS13D	8.447083226	9.047669251	8.186361891	8.534497434	7.108524457	8.762880293	8.945736443	8.271463028	6.571373436
ENO1	8.166414183	8.372429792	9.242459601	8.601770788	8.327777171	8.77939106	8.110613806	8.20310325	8.749869427
GRIPAP1	8.426264755	8.658568541	9.381759231	8.766528909	8.983563697	9.248639194	8.692789835	8.556122818	9.119200527
SLC9A1	8.376342483	8.594697827	9.628263255	9.598238642	8.994353437	9.00506308	8.224001674	6.593951284	9.720757277
ZNF335	8.990671284	8.902977996	9.8587581	9.518259729	7.844862656	9.2632692	8.534108305	8.689299161	8.525129251
LMNB2	9.360847084	8.139551352	7.452035274	6.151777655	8.889656058	9.567765984	8.773139207	8.561478892	7.100136671
ZNF395	7.03562391	9.230981112	9.61856904	9.721611904	8.866351657	9.162643086	8.680183682	8.662490364	9.340072624
HSPD1	7.651769271	7.627898616	8.549977143	8.041111535	7.437127844	8.271929844	7.103287808	7.373300197	7.74348804
ITGB1BP1	8.28771238	8.270528942	5.765534746	6.199672345	9.09037711	8.224966365	8.567195561	8.613973587	7.038918989
TBRG4	6.854245054	8.025693274	8.597680144	8.554588852	8.214804795	8.023477152	8.536441505	8.177917792	8.756889855
KIF16B	7.270528942	8.002252452	7.245077275	8.032872249	7.559185866	7.159871337	8.086932341	7.411087227	7.404290064
PWWP2A	7.687200695	7.781359714	4.491853096	2.807354922	7.701826258	8.284939742	7.908092341	8.700092875	3.40599236
STK10	8.112178834	8.90147032	4.760220946	5.368069877	7.53838296	8.43837603	8.03562391	8.451211112	3.137503524
TAF6	8	8.057991723	6.330916878	5.526694846	8.020146573	9.09724207	8.989252565	8.464341533	4.786596362
MORC3	6.892391026	7.080018029	7.622051819	7.525912261	8.489446599	7.17292749	8.010667963	7.710117632	8.907191126
BRD9	8.804776378	8.549977143	8.065550771	8.7478573	8.597307691	8.01402047	8.710806434	8.755221421	8.834154981
FCHO1	8.66035251	8.439623138	8.40641762	8.51412226	8.55228484	8.529820947	8.192785959	8.529430554	8.412358137
PPP1R7	7.381110294	8.597307691	4.044394119	4.061776198	9.4325419	8.553053253	8.113221243	8.357112092	4.727920455
NSMCE3	8.454916138	9.057991723	7.259272487	7.544578117	8.765203207	8.885086225	8.414896604	8.601770788	7.148730779
HMGB1	7.048759312	7.520422249	8.497851837	7.888134388	6.642412773	8.146186791	7.011227255	7.338959175	6.776103988
ASPM	7.141596278	8.188836073	6.773468928	7.841092545	7.530601415	7.237448996	8.356231863	8.014578465	7.158862106
BICRAL	8.667111542	9.024031502	8.646018611	8.741804025	9.133912814	9.056366761	9.027076623	8.992088609	8.874059203
DDX28	7.043300754	7.503825738	8.152284842	8.295998462	8.020146573	7.478162893	7.093813673	7.166916252	8.727239777
VPS13C	8.427522371	9.053925882	10.54679802	9.870210577	9.175674292	9.692266772	7.685099172	7.867896464	10.04930403
YLPM1	8.911092332	8.273795599	9.249824549	8.814101754	6.978424465	8.610286657	9.086401646	8.569855608	7.689997971
ZNF367	7.880195729	7.605109074	6.815063017	5.840463234	7.87897051	8.444186663	8.48864354	8.450798854	6.020146573
EXOC1	7.510961919	8.139551352	7.759555343	8.023477152	8.494655613	7.900263044	7.955359305	8.515699838	8.415319248
LDHA	8.063934306	8.644216818	8.234098898	8.470048726	8.147713722	8.355351096	8.224001674	8.046578367	8.041659152
TNFRSF17	7.396604781	7.227856573	7.62935662	8.037821465	8.094869433	7.01234519	8.43629512	8.185866545	8.747185967
NCF1B	9.539158811	8.987548259	8.154311811	8.602513297	9.540321806	8.674192268	8.748863715	9.0061858	8.855179947
CXADR	7.836681593	6.92243574	8.577806447	7.09592442	7.330916878	8.317412614	7.892391026	8.662490364	7.682292371
PTPN11	8.262094845	8.550746785	7.564530601	8.295998462	8.703211467	7.831623937	8.163901214	8.574782721	8.408966552
MYO5A	6.840463234	7.961160258	6.867896464	8.153298683	6.772149591	6.799605422	7.781359714	7.803485376	7.027905997
NAA30	7.793765857	8.573647187	8.730639956	8.807998839	8.043300754	8.20701432	8.03562391	8.244601688	8.361505198
CDV3	7.942514505	7.082149041	8.835102979	7.427941333	7.634448062	8.536441505	6.845490051	8.288635409	7.87835751
BCL2L13	7.144658243	7.587214952	5.815063017	5.485426827	7.194756854	7.750204509	7.825912799	7.569096095	4.897240426
TRIM11	7.9795681	8.414473836	7.936637939	8.199672345	7.221103725	8.338513555	7.108524457	8.297833368	7.396604781
LBH	6.504620392	8.090641752	7.453682186	8.032872249	6.891176125	7.627898616	7.495055528	7.427941333	6.64385619
MBD1	8.588714636	8.830673649	9.454710552	9.358211623	9.119719295	9.140062856	8.902977996	8.57705111	9.622234891
TSC1	9.74096128	9.658568541	8.419960178	9.271696455	7.909293086	8.811214118	8.820498107	8.068240861	7.449561375
USP6NL	7.432124273	7.370687407	8.078417702	7.646738698	7.997744026	7.938403424	7.438791853	7.513332824	8.16540952
CASC3	9.837627933	9.086136225	5.781359714	4.760220946	8.510961919	9.719217673	6.938991439	8.851124363	4.270528942
SLAIN2	8.433794059	8.036173613	8.057991723	8.096978636	8.502632935	7.872213144	7.676662335	8.516881891	8.722124437
FTSJ1	8.477758266	7.551516018	8.814742667	8.388017285	7.678776174	8.12722055	8.381110294	7.902676587	8.520815086
PRR12	8.175424799	9.125671763	6.54689446	7.811214118	7.866042497	8.20310325	9.144913113	8.421644094	6.261154673
PGAM1	7.759555343	8.549977143	8.332707934	8.966361247	8.743151394	8.048759312	7.043300754	7.829088444	9.057179471
ZNF652	8.159871337	7.174925683	8.541871009	7.259272487	6.857980995	8.429615964	6.880195729	8.000563443	7.053111336
SUPT6H	9.03919324	9.305149746	6.040015679	6.029011087	9.817143558	9.316055209	7.938991439	7.73809226	6.560714954
CLNS1A	8.635536752	8.344739746	6.330916878	6.804776378	6.529820947	8.917968728	8.020146573	8.326429487	5.371558863
ARNT	8.667111542	8.028458647	5.332707934	3.972692654	9.193032468	8.786923022	7.400025518	8.538770938	5.984133595
ARFGAP3	7.698357406	8.824004051	7.97384084	8.194264383	8.683696454	8.584210901	8.313790025	7.859845344	8.060695932
VPS72	8.838258482	8.666046429	9.218926437	9.020424415	7.361943774	8.979282276	8.641329262	8.350055177	7.489446599
BCL7C	8.131342539	7.690696444	7.545350645	7.756222713	8.346513733	7.693486957	7.927185358	8.4749227	8.109569509
PKMYT1	8.084276911	6.689299161	8.116343961	6.902073579	7.962317655	7.844862656	6.781359714	7.897240426	8.185866545
BRWD1	8.593951284	8.739105507	8.860466259	9.214319121	8.484621527	8.303324127	8.70494111	8.510566389	9.019034669
GPR18	6.439623138	7.533719071	8.520422249	7.941927925	7.318316841	8.177917792	7.801546703	7.461070114	7.616181231
ANKRD12	8.685449638	7.847996907	8.759222426	7.869748051	8.977566144	8.71630504	7.599168993	8.34739991	8.961160258
KMT2B	7.942514505	8.171927354	9.001689668	8.25502857	8.541871009	8.824004051	7.005624549	8.618752554	8.74348804
PPP4R3B	7.55688919	8.002252452	7.54303182	7.584962501	7.992655149	7.969242604	7.615445725	8.154311811	7.854868383
WDR4	9.020146573	9.665868834	9.60399717	9.834313024	9.887220615	9.403864177	8.875902903	8.554972496	10.09302135
BMP2K	8.076281167	7.174925683	6.613236955	6.630813152	6.914086097	7.329123596	7.727239777	8.024031502	6.464341533
RANGAP1	6.656782364	8.015693807	8.054197294	8.229299509	8.470862199	7.720415285	7.712870868	8.250298418	8.871289228
DDX10	8.518456456	7.311067102	5.409390936	5.773468928	7.53838296	7.050936965	7.584962501	8.156841525	5.937815169
CSDE1	7.666046429	8.355791547	8.384999545	8.23935985	8.524345816	8.481395824	9.594137956	9.386940245	8.306517445
FHOD1	8.55228484	8.930737338	8.830356747	8.769176663	8.741466986	8.962317655	8.513332824	7.824640581	8.647818156
EFHD2	8.53838296	9.122827995	8.485829309	8.776433032	8.996332249	8.635173947	8.740118043	8.569475902	8.965784285
DDX24	8.803162444	8.925702781	4.554588852	4.749534268	8.897845456	8.695228291	8.89087224	8.613605318	4.572889668
TFPT	8.431706524	8.701133155	8.584210901	9.125671763	8.975847968	8.423326047	8.808964175	8.501040996	9.246740598
EIF5	8.612868497	8.212861117	6.371558863	6.029011087	8.762880293	8.299665944	7.332707934	8.303780748	6.809928866
CAMKK2	7.941341105	8.115823977	9.272396509	8.865733271	9.261154673	8.487438113	8.277054876	8.410239331	9.999436337
ITPRID2	8.590212761	9.4108753	5.678071905	7.181897643	8.565292521	8.032321287	8.589089313	8.483009577	6.501439145
RRP12	8.092757141	7.671717965	5.357552005	3.887525271	7.213347282	7.832890014	8.338959175	8.445014846	3.797012978
SBNO1	8.073606041	7.95419631	8.17292749	8.755555262	7.020146573	7.088523257	8.403012024	8.217715411	8.117902789
RUFY1	7.906890596	8.128767677	8.064473329	8.149239039	8.280306806	8.027353134	7.593204354	8.098032083	8.223036338
C15orf39	8.514911265	8.977566144	7.077883864	6.608809243	8.956811732	9.102763097	8.788555215	8.595070954	6.988684687
UNK	8.164906927	8.282161767	8.775445674	8.73403214	8.965784285	8.357552005	8.933690655	8.376776572	9.183883459
RBM7	8.338513555	7.277984747	8.820817182	7.830356747	8.396604781	8.368506462	8.671010241	8.262094845	8.780375722
PRPSAP2	8.569475902	8.527085979	9.505811554	8.723831566	8.894514644	9.472487771	8.371558863	8.371123201	9.064742765
OCIAD1	9.118941073	9.320574934	8.321026129	9.557463702	9.118422024	8.080018029	9.355351096	8.316055209	9.329123596
GGA3	8.680886921	8.183387261	9.744665681	9.045486656	8.548821908	8.892087397	8.738767837	8.568336182	9.400879436
ATXN10	7.712870868	8.054739967	8.709773108	8.566815154	7.886306263	8.04220656	7.218199944	7.442943496	8.421644094
NAV1	7.433794059	8.04384754	8.82336724	8.485024233	7.921245889	8.346513733	6.97384084	7.856114234	8.490650349
WRAP53	7.010108453	7.271463028	6.787902559	7.047669251	7.458611673	7.032321287	6.930737338	8.500642736	7.301953395
BOP1	8.14822234	7.48058827	6.397460726	4.972692654	7.862327401	8.03727239	7.558420713	8.164404158	5.381975479
EDC4	9.359310317	8.760553633	8.38024459	8.595443985	9.226653023	8.548436625	8.9489512	9.268892836	9.096978636
NUP133	7.969242604	6.915281866	7.091699834	7.145677455	8.442528869	6.918863237	7.43629512	8.218199944	8.696619847
SENP3	7.510170751	9.57705111	7.9489512	9.315828851	9.250298418	8.366759328	7.911691582	8.190318548	8.814422247
CHTF18	8.858602712	9.16817066	7.694183743	8.427522371	8.582706527	8.218684313	8.771819568	9.028458647	7.897240426
